contract_id,contract_start_date,annual_amount,ejari_property_sub_type_en,area_name_en
CNT2131986231,2025-08-10,130000,4 bed rooms+hall,Mirdif
CNT2132554243,2025-09-09,20000,Office,Naif
CRT2130188896,2025-03-14,74000,3 bed rooms+hall,Madinat Hind 4
CRT2133764846,2025-12-01,115500,3 bed rooms+hall,Al Twar First
CNT2132273808,2025-07-20,48000,1bed room+Hall,Al Warqa First
CNT2133578391,2025-05-20,378000,5 bed rooms+hall,Al Safouh First
CRT2131996846,2025-08-05,170000,3 bed rooms+hall,Al Yelayiss 1
CNT2132218124,2025-07-01,45000,Studio,Naif
CNT2132772101,2025-10-13,32005,Studio,Jabal Ali First
CNT2130111388,2025-03-11,10000,Office,Al Garhoud
CNT2131524318,2025-06-25,95000,Shop,Naif
CNT2130388710,2025-04-05,20000,Office,Hor Al Anz
CNT2133923038,2025-12-15,126788,3 bed rooms+hall,Al Murqabat
CNT2133154560,2025-10-13,2837211,Office,Al Safouh Second
CNT2132818470,2025-09-29,10000,Office,Al Khabeesi
CNT2130240144,2025-04-01,160000,2 bed rooms+hall,Marsa Dubai
CNT2127805092,2025-01-01,53740,Shop,Naif
CNT2131303183,2025-07-05,15000,Office,Muhaisanah Fourth
CRT2133961066,2026-01-01,40000,Office,Al Thanyah Fifth
CNT2130628610,2025-05-26,36000,Studio,Al Qusais Industrial First
CNT2132532156,2025-08-15,48542,1bed room+Hall,Nadd Hessa
CNT2134327456,2026-01-01,35000,Office,Al Khabeesi
CRT2133725536,2025-10-01,35000,1bed room+Hall,Al Warsan First
CRT2131704276,2025-07-05,120000,2 bed rooms+hall,Rega Al Buteen
CNT2131088982,2025-05-27,15000,Office,Business Bay
CNT2132359861,2025-09-01,48000,Shop,Hor Al Anz
CNT2133883411,2025-12-16,350000,Studio,Al Barsha First
CNT2130366222,2025-04-05,55000,1bed room+Hall,Nadd Hessa
CNT2134330842,2026-03-02,1296000,Room in labor Camp,Me'Aisem First
CNT2132658722,2025-09-10,40000,1bed room+Hall,Al Warsan First
CNT2132014737,2025-06-15,702000,Room in labor Camp,Muhaisanah Second
CNT2133647227,2025-10-15,471744,Studio,Al Goze Industrial Second
CNT2130224790,2025-01-18,160704,Room in labor Camp,Dubai Investment Park Second
CNT2132168732,2025-08-08,38000,Studio,Mirdif
CNT2130049152,2025-05-27,44000,Office,Burj Khalifa
CNT2133426690,2025-09-01,42000,Kiosk,Hor Al Anz East
CNT2131800564,2025-07-11,15000,Office,Al Suq Al Kabeer
CNT2132162147,2025-09-01,55800,Shop,Naif
CNT2131370317,2025-05-23,772684,Room in labor Camp,Muhaisanah Second
CRT2132284226,2025-09-01,142000,1bed room+Hall,Marsa Dubai
CNT2133496468,2025-09-01,48000,1bed room+Hall,Al Warsan First
CNT2134082913,2026-01-01,330330,Shop,Al Sabkha
CNT2132488784,2025-09-05,15000,Office,Jabal Ali First
CNT2133347349,2025-11-06,15000,Office,Business Bay
CNT2132638986,2025-08-01,80000,1bed room+Hall,Al Hebiah Third
CNT2128424248,2025-01-14,84482,1bed room+Hall,Burj Khalifa
CNT2131196760,2025-03-01,88800,Room in labor Camp,Muhaisanah Second
CNT2132408288,2025-08-27,15000,Office,Saih Shuaib 3
CRT2131088966,2025-05-28,50000,Studio,Al Thanyah Fifth
CNT2128476449,2025-01-22,10000,Office,Business Bay
CNT2134071552,2025-11-02,71500,1bed room+Hall,Nad Al Shiba First
CNT2128962234,2025-01-01,55000,3 bed rooms+hall,AL TWAR FIFTH
CNT2130974924,2025-05-15,54000,Office,Trade Center First
CNT2131198386,2025-07-25,55000,Shop,Hor Al Anz East
CNT2132143161,2025-01-01,3684096,Room in labor Camp,Jabal Ali Industrial First
CNT2130087597,2025-03-05,45000,1bed room+Hall,Wadi Al Safa 5
CNT2132619677,2025-09-27,60000,Hotel,Jabal Ali First
CNT2132407222,2025-09-01,54000,Studio,Al Barsha South Fourth
CNT2132607673,2025-09-23,30000,Studio,Al Warsan First
CNT2132626027,2025-09-10,55000,Shop,Al Raffa
CNT2132655691,2025-09-17,44000,1bed room+Hall,Al Goze Industrial Second
CRT2131814251,2025-07-18,280000,4 bed rooms+hall,Al Hebiah Fourth
CRT2133977866,2025-11-16,75000,2 bed rooms+hall,Wadi Al Safa 5
CNT2133279865,2025-11-20,90000,1bed room+Hall,Marsa Dubai
CNT2131326118,2025-06-16,15000,Office,Al Baraha
CNT2131263701,2025-06-11,15000,Office,Al Barsha First
CNT2131386097,2025-06-19,12000,Office,Al Raffa
CNT2133626065,2025-12-01,220000,Office,Al Thanyah First
CNT2130381319,2025-03-27,57200,1bed room+Hall,Jabal Ali First
CNT2127294231,2025-01-01,48000,2 bed rooms+hall,Al Nahda Second
CNT2134277403,2026-01-01,158400,Labor Camp,Al Goze Industrial Second
CNT2130452089,2025-03-01,24000,Room in labor Camp,Dubai Investment Park Second
CNT2130425368,2025-04-05,45000,Office,Trade Center First
CNT2133939812,2025-11-30,39000,Studio,Al Hebiah Third
CNT2133013011,2025-09-05,66000,Room in labor Camp,Muhaisanah Second
CNT2132281457,2025-08-18,15000,Office,Naif
CNT2125444247,2025-02-01,78750,2 bed rooms+hall,Al Garhoud
CNT2133444946,2025-11-11,20000,Office,Trade Center First
CRT2132627636,2025-09-05,120000,3 bed rooms+hall,Mirdif
CRT2132397616,2025-08-29,100000,2 bed rooms+hall,Business Bay
CNT2133761484,2025-11-29,201000,4 bed rooms+hall,Nadd Hessa
CNT2130703611,2025-04-29,15000,Office,Al Khabeesi
CNT2130448938,2025-04-10,15000,Office,Al Goze Industrial First
CNT2132847826,2025-09-29,316800,Room in labor Camp,Al Goze Industrial Fourth
CNT2130953851,2025-03-01,43200,Room in labor Camp,Al Goze Third
CRT2131184576,2025-02-22,100000,3 bed rooms+hall,Madinat Hind 4
CNT2133347860,2025-10-25,53000,2 bed rooms+hall,Warsan Fourth
CRT2133703766,2025-11-01,156600,2 bed rooms+hall,Burj Khalifa
CNT2132151078,2025-08-15,17976,Office,Nadd Hessa
CNT2132791053,2025-06-16,77400,Room in labor Camp,Al Goze Industrial Second
CNT2131422428,2025-07-01,57172,1bed room+Hall,Al Barsha First
CNT2130547570,2025-03-01,4067837,Office,Al Safouh Second
CRT2132313816,2025-07-04,50000,1bed room+Hall,Mankhool
CNT2130025609,2025-04-01,89544,3 bed rooms+hall,Mirdif
CNT2133188883,2025-11-15,67427,2 bed rooms+hall,Mirdif
CNT2131657239,2025-07-01,155000,2 bed rooms+hall,Nad Al Shiba First
CNT2130320681,2025-05-01,350000,Office,Al Thanyah Fifth
CNT2131316609,2025-06-20,38000,Studio,Mirdif
CNT2129883873,2025-02-25,45000,2 bed rooms+hall,Muhaisanah Fourth
CNT2132429812,2025-09-01,53361,1bed room+Hall,Jabal Ali First
CNT2130745431,2025-04-01,130000,Warehouse,Al Ttay
CRT2132872366,2025-11-21,55000,Shop,Zaabeel First
CNT2132856448,2025-10-01,80400,Studio,Al Barsha South Fourth
CNT2133641520,2025-11-26,15000,Studio,Al Mararr
CNT2130984873,2025-03-05,36209,Room in labor Camp,Al Goze Third
CRT2132593336,2025-08-28,78000,1bed room+Hall,Mirdif
CNT2133522633,2025-10-25,302250,Warehouse,Dubai Investment Park First
CNT2133191571,2025-10-27,20000,Office,Trade Center First
CNT2130887433,2025-02-28,143325,4 bed rooms+hall,Mirdif
CRT2134153306,2025-12-25,34000,1bed room+Hall,Me'Aisem First
CNT2130960343,2025-05-15,35565,1bed room+Hall,Al Warsan First
CNT2128120869,2025-01-17,20000,Office,Hor Al Anz
CRT2132271506,2025-08-20,40200,1bed room+Hall,Warsan Fourth
CNT2133895743,2025-08-01,60191,Office,Dubai Investment Park First
CNT2130001238,2025-03-02,29040,,Hessyan First
CNT2132470692,2025-09-01,20000,Office,Dubai Investment Park Second
CNT2131533821,2025-06-25,15000,Office,Al Khabeesi
CNT2127165987,2025-01-01,83557,Office,Al Wasl
CNT2129960884,2025-03-01,54574,2 bed rooms+hall,Al Nahda Second
CNT2133471852,2025-11-13,20000,Office,Trade Center First
CNT2133201337,2025-10-27,15000,Office,Al Khabeesi
CNT2132470086,2025-09-01,140000,Warehouse,Al Goze Industrial Third
CNT2132685272,2025-09-15,108000,1bed room+Hall,Business Bay
CNT2130168430,2025-02-25,63000,Shop,Al Bada
CNT2133579076,2025-11-10,105000,2 bed rooms+hall,Al Raffa
CNT2132224084,2025-08-05,42500,1bed room+Hall,Al Nahda Second
CNT2129047568,2025-05-01,46000,1bed room+Hall,Al Nahda Second
CNT2132487574,2025-09-02,15000,Office,Port Saeed
CNT2133059851,2025-10-16,15000,Office,Business Bay
CNT2131239144,2025-06-10,162000,Studio,Al Goze Industrial Second
CRT2130591226,2025-05-01,165000,3 bed rooms+hall,Al Yelayiss 2
CNT2134304748,2026-01-20,262635,,Jabal Ali Industrial First
CNT2131520499,2025-07-01,51000,1bed room+Hall,Mankhool
CNT2132769684,2025-09-15,230400,Room in labor Camp,Muhaisanah Second
CNT2131750800,2025-07-20,75000,Shop,Al Mararr
CNT2131751680,2025-03-14,173250,4 bed rooms+hall,Jumeirah Third
CNT2133281132,2025-09-15,76230,1bed room+Hall,Business Bay
CNT2133074282,2025-10-17,69575,1bed room+Hall,Marsa Dubai
CNT2132367079,2025-08-16,164571,3 bed rooms+hall,Marsa Dubai
CRT2134029516,2025-09-01,70114,1bed room+Hall,Business Bay
CNT2130930837,2025-05-16,48500,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2133729985,2025-11-25,40000,1bed room+Hall,Al Warqa First
CNT2132241341,2025-08-18,33000,Studio,Eyal Nasser
CNT2131872850,2025-07-17,12000,Office,Al Goze Third
CNT2133858431,2026-01-01,33000,Studio,Al Muteena
CRT2131872276,2025-07-10,42500,1bed room+Hall,Nadd Hessa
CNT2133625846,2025-12-01,47000,1bed room+Hall,Al Warsan First
CNT2130761681,2025-05-10,110000,2 bed rooms+hall,Al Merkadh
CRT2130682826,2025-04-23,42000,1bed room+Hall,Al Warsan First
CNT2132012707,2025-07-15,1449000,Room in labor Camp,Muhaisanah Second
CNT2130488579,2025-03-10,54285,2 bed rooms+hall,Hor Al Anz East
CNT2133010629,2025-09-01,3800053,2 bed rooms+hall,Mirdif
CNT2130551019,2025-04-17,20000,Office,Al Khabeesi
CRT2131724626,2025-02-01,210000,4 bed rooms+hall,Al Wasl
CNT2134031413,2025-12-05,1440000,Room in labor Camp,Jabal Ali Industrial First
CNT2130641737,2025-05-01,34195,Studio,Warsan Fourth
CNT2133489591,2025-04-01,900000,2 bed rooms+hall,Marsa Dubai
CNT2132840899,2025-10-01,135000,2 bed rooms+hall,Business Bay
CRT2132736021,2025-10-01,330000,2 bed rooms+hall,Palm Jumeirah
CNT2130044246,2025-03-05,240000,Room in labor Camp,Jabal Ali Industrial First
CRT2134335556,2026-01-16,24000,Studio,Al Warsan First
CNT2132211364,2025-08-16,44000,Studio,Al Barshaa South Third
CRT2132429176,2025-09-05,290000,4 bed rooms+hall,Marsa Dubai
CNT2130153561,2025-03-01,134400,Room in labor Camp,Muhaisanah Second
CNT2132953507,2025-09-01,145000,Warehouse,Dubai Investment Park Second
CNT2133443089,2025-12-01,47616,1bed room+Hall,Al Nahda Second
CNT2132946323,2025-09-01,97500,3 bed rooms+hall,Mirdif
CNT2132564471,2025-09-01,120750,4 bed rooms+hall,Mirdif
CRT2132938806,2025-10-08,60000,1bed room+Hall,Dubai Investment Park First
CNT2130240001,2025-03-22,52000,1bed room+Hall,Al Nahda Second
CNT2128323851,2025-01-27,34650,Studio,Al Nahda First
CNT2132636511,2025-09-15,20000,Office,Dubai Investment Park First
CNT2132328445,2025-08-25,48510,1bed room+Hall,Mirdif
CRT2131739566,2025-05-11,150000,2 bed rooms+hall,Al Khairan First
CNT2133081067,2025-10-18,20000,Office,Trade Center First
CNT2133157811,2025-10-23,17000,Office,Business Bay
CNT2131943970,2025-07-22,95000,3 bed rooms+hall,Al Karama
CNT2132280802,2025-08-18,15000,Office,Al Murqabat
CNT2131133549,2025-05-01,52800,Room in labor Camp,Dubai Investment Park Second
CNT2132280075,2025-08-18,15000,Office,Al Garhoud
CNT2127065451,2025-01-01,120000,2 bed rooms+hall,Al Rega
CNT2131353327,2025-06-17,15000,Office,Hor Al Anz
CNT2132077569,2025-05-01,35200,1bed room+Hall,Al Murqabat
CRT2132732776,2025-10-01,600000,4 bed rooms+hall,Al Merkadh
CNT2133789998,2025-12-13,57999,2 bed rooms+hall,Al Goze Fourth
CNT2131830213,2025-05-15,546000,Room in labor Camp,Dubai Investment Park First
CRT2133267896,2025-11-01,140000,2 bed rooms+hall,Al Khairan First
CRT2128945657,2025-02-10,148000,3 bed rooms+hall,Al Barsha South Fourth
CNT2131126333,2025-06-05,55000,1bed room+Hall,Hor Al Anz East
CNT2133912798,2025-09-01,2184228,Office,Business Bay
CNT2131023059,2025-05-19,1321920,Room in labor Camp,Jabal Ali Industrial First
CRT2133486888,2025-11-17,74300,2 bed rooms+hall,Nadd Hessa
CNT2133772065,2025-12-01,72765,2 bed rooms+hall,Al Jadaf
CRT2134130066,2025-12-02,135000,Shop,Mirdif
CNT2131097048,2025-05-28,15000,Office,Al Karama
CNT2132385679,2025-04-01,29000,Studio,Naif
CNT2127937229,2025-01-14,15000,Office,Hor Al Anz
CNT2133667582,2025-12-05,56000,1bed room+Hall,Al Warsan First
CNT2133610143,2025-10-28,339120,Room in labor Camp,Saih Shuaib 4
CNT2130267737,2025-04-01,53000,Office,Al Suq Al Kabeer
CNT2132591895,2025-10-01,2340000,Staff Accommodatoion,Al Warsan Third
CNT2132488742,2025-09-15,70000,2 bed rooms+hall,Madinat Al Mataar
CNT2131900523,2025-07-28,62000,1bed room+Hall,Nadd Hessa
CRT2130036536,2025-03-01,550000,3 bed rooms+hall,Marsa Dubai
CNT2127770536,2025-01-10,24000,Room in labor Camp,Jabal Ali Industrial First
CNT2128315153,2025-02-01,53500,Studio,Al Jafliya
CNT2133856639,2026-01-01,90956,2 bed rooms+hall,Oud Metha
CNT2132588822,2025-09-22,65000,1bed room+Hall,Mankhool
CNT2131253809,2025-05-31,33871,1bed room+Hall,Al Warsan First
CNT2129945761,2025-02-26,30000,Office,Rega Al Buteen
CNT2133157412,2025-10-15,10000000,Room in labor Camp,Al Warsan Second
CNT2129999898,2025-02-27,115000,Supermarket,Al Barsha First
CNT2132706896,2025-09-19,20000,Office,Dubai Investment Park First
CNT2128965125,2025-02-03,15000,Office,Hor Al Anz
CNT2133837454,2025-12-05,40500,Studio,Al Mararr
CNT2132742399,2025-09-01,56000,1bed room+Hall,Wadi Al Safa 3
CNT2133086946,2025-11-29,189000,4 bed rooms+hall,Nadd Hessa
CNT2132913627,2025-09-20,73000,1bed room+Hall,Business Bay
CRT2129957546,2025-02-06,50000,1bed room+Hall,Me'Aisem First
CRT2132554086,2025-09-05,75000,2 bed rooms+hall,Nadd Hessa
CRT2130337116,2025-04-02,220000,2 bed rooms+hall,Burj Khalifa
CNT2134099969,2026-01-08,55650,1bed room+Hall,Al Karama
CNT2129969921,2025-02-28,15000,Office,Hor Al Anz
CNT2131980755,2025-05-01,82800,Room in labor Camp,Al Goze Industrial First
CNT2132553178,2025-09-09,15000,Office,Business Bay
CNT2130842564,2025-04-01,46000,1bed room+Hall,Al Warsan First
CRT2126016766,2025-01-01,39000,Shop,Al Barsha Second
CNT2130373227,2025-02-03,95996,Office,Hadaeq Sheikh Mohammed Bin Rashid
CRT2131394826,2025-07-21,170000,Office,Business Bay
CNT2131999537,2025-07-15,175000,3 bed rooms+hall,Jabal Ali First
CNT2133428990,2025-11-10,98091,2 bed rooms+hall,Al-Cornich
CNT2133523090,2025-12-01,225000,4 bed rooms+hall,Marsa Dubai
CRT2131199026,2025-06-25,200000,2 bed rooms+hall,Jumeirah First
CRT2129976336,2025-02-25,42000,Studio,Ras Al Khor Industrial Second
CNT2132551901,2025-09-09,24000,Room in labor Camp,Jabal Ali Industrial First
CNT2133339729,2025-11-05,19000,Office,Al Mararr
CNT2131801897,2025-08-30,129765,2 bed rooms+hall,Um Al Sheif
CNT2130813114,2025-05-01,67000,Office,Um Hurair Second
CNT2133815079,2025-12-11,17000,Office,Al Mararr
CNT2133845245,2025-07-10,840000,Room in labor Camp,Jabal Ali Industrial First
CNT2131576452,2025-06-18,92000,2 bed rooms+hall,Al Raffa
CNT2133013084,2025-10-20,53000,1bed room+Hall,Madinat Al Mataar
CNT2132971655,2025-10-10,55650,2 bed rooms+hall,Wadi Al Safa 2
CNT2129462858,2025-03-01,115000,1bed room+Hall,Business Bay
CNT2134095199,2026-02-24,123740,Shop,Port Saeed
CNT2130841388,2025-01-01,300000,Warehouse,Ras Al Khor Industrial Second
CNT2126905846,2025-01-01,24000,1bed room+Hall,AL QUSAIS
CNT2131050001,2025-03-20,189000,2 bed rooms+hall,Al Nahda Second
CNT2130236767,2025-04-01,30319,2 bed rooms+hall,Muhaisanah Fourth
CNT2127937005,2025-02-01,125000,2 bed rooms+hall,Al Karama
CNT2132858370,2025-10-01,15000,Office,Al Mararr
CNT2130631907,2025-05-01,80999,3 bed rooms+hall,Muhaisanah Fourth
CRT2132357852,2025-08-15,145000,3 bed rooms+hall,Wadi Al Safa 5
CNT2131917567,2025-05-15,10000,Room in labor Camp,Dubai Investment Park Second
CNT2130852852,2025-05-15,110000,2 bed rooms+hall,Marsa Dubai
CNT2131808399,2025-08-12,57750,2 bed rooms+hall,AL QUSAIS
CNT2131854902,2025-07-25,95000,2 bed rooms+hall,Marsa Dubai
CNT2134179286,2026-01-12,18000,Office,Business Bay
CNT2133503469,2025-09-04,50820,2 bed rooms+hall,Al Nahda First
CNT2132410669,2025-09-01,125000,2 bed rooms+hall,Al Thanyah Fifth
CNT2128320558,2025-01-27,60000,2 bed rooms+hall,Al Goze Industrial Second
CNT2132617524,2025-09-15,50000,Shop,Al Karama
CNT2129871210,2025-02-25,57000,1bed room+Hall,Dubai Investment Park Second
CNT2130425407,2025-03-28,63800,2 bed rooms+hall,Al Hudaiba
CNT2132798541,2025-10-01,60000,Studio,Business Bay
CNT2132452974,2025-08-30,20000,Office,Al Murqabat
CRT2131786086,2025-07-10,15000,Office,Al Muteena
CNT2132423534,2025-08-01,62118,2 bed rooms+hall,Al Kheeran
CRT2133638956,2025-10-01,46000,1bed room+Hall,Al Hebiah Third
CNT2128576942,2025-01-10,1440000,2 bed rooms+hall,Al Murqabat
CNT2127342155,2025-01-01,117250,Shop,Naif
CRT2130082926,2025-01-01,80000,Warehouse,Al Khabeesi
CNT2131360616,2025-07-10,64000,1bed room+Hall,Al Barshaa South Third
CNT2130446179,2025-03-20,49610,1bed room+Hall,Nadd Hessa
CNT2133590948,2025-11-24,46000,Studio,Jabal Ali Industrial First
CNT2126169266,2025-02-15,170000,3 bed rooms+hall,Al Rega
CNT2125845173,2025-01-01,30000,Studio,Al Mararr
CNT2133607720,2025-11-24,15000,Office,Hor Al Anz East
CNT2130223114,2025-01-01,29400,Studio,Wadi Al Safa 3
CNT2130635781,2025-04-24,15000,Office,Al Muteena
CNT2130628616,2025-04-29,69371,1bed room+Hall,Al Barshaa South Third
CNT2130480595,2025-05-01,90000,2 bed rooms+hall,Rega Al Buteen
CNT2126036173,2025-01-07,61000,1bed room+Hall,Al Barshaa South Third
CNT2130462448,2025-04-01,116408,Office,Al Safouh Second
CNT2129825102,2025-02-26,40000,Studio,Nadd Hessa
CNT2127479173,2025-01-20,50936,1bed room+Hall,Al Jadaf
CNT2128523928,2025-01-24,875000,2 bed rooms+hall,Zaabeel First
CNT2132516052,2025-10-06,106965,1bed room+Hall,Al Warsan First
CNT2131546584,2025-07-26,39000,1bed room+Hall,Al Goze Industrial Second
CNT2130965124,2025-05-19,336000,Room in labor Camp,Muhaisanah Second
CNT2131489173,2025-04-16,46725,1bed room+Hall,Al Barsha South Fourth
CNT2132520403,2025-08-25,257256,Room in labor Camp,Saih Shuaib 2
CNT2129891740,2025-03-01,140000,1bed room+Hall,Jumeirah First
CNT2131274105,2025-06-11,16000,Office,Wadi Al Safa 2
CNT2131752228,2025-08-01,277020,Office,Al Safouh First
CNT2133083986,2025-08-16,115000,1bed room+Hall,Marsa Dubai
CNT2126900082,2025-02-01,38000,1bed room+Hall,Al Mamzer
CNT2133470918,2025-12-14,47000,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2133172716,2025-08-01,43000,Office,Naif
CNT2133318534,2025-08-24,1101600,Room in labor Camp,Al Goze Third
CRT2133698686,2025-12-04,95000,1bed room+Hall,Al Barsha South Fourth
CRT2132113616,2025-03-27,173000,3 bed rooms+hall,Marsa Dubai
CNT2133159330,2025-10-17,60137,Shop,Al Warsan First
CNT2127338653,2025-01-01,1800000,Room in labor Camp,Al Warsan Third
CNT2130722911,2025-05-01,55000,1bed room+Hall,Nadd Hessa
CNT2132574383,2025-09-15,111997,2 bed rooms+hall,Al Karama
CRT2129625236,2025-02-14,45000,Studio,Al Merkadh
CNT2134285880,2025-12-31,214241,Warehouse,Al Goze Industrial Fourth
CNT2133095222,2025-09-05,52000,Shop,Hor Al Anz East
CNT2133551087,2025-10-14,70000,Warehouse,Al Ttay
CNT2132908194,2025-05-01,3700000,,Al Nahda Second
CNT2130741133,2025-05-01,15000,Office,Jabal Ali Industrial First
CNT2133000348,2025-10-01,105000,2 bed rooms+hall,Business Bay
CNT2130900947,2025-06-15,236250,4 bed rooms+hall,Jumeirah Third
CNT2130326857,2025-03-01,756000,Room in labor Camp,Jabal Ali Industrial First
CNT2132135397,2025-07-01,2409375,1bed room+Hall,Ras Al Khor Industrial Third
CNT2132948160,2025-10-10,31000,Studio,Al Warsan First
CNT2130396777,2025-04-07,20000,Office,Hor Al Anz
CNT2132035632,2025-05-15,3330036,1bed room+Hall,Jabal Ali First
CRT2132127886,2025-06-10,188241,Warehouse,Nad Al Hamar
CNT2128735104,2025-01-01,21600,Office,Al Rega
CNT2127583663,2025-03-13,200000,5 bed rooms+hall,Al Murqabat
CNT2129880083,2025-02-10,231000,Shop,Al Goze Third
CNT2129878703,2025-02-16,43000,1bed room+Hall,AL QUSAIS
CNT2130659858,2025-05-01,46500,Studio,Me'Aisem First
CNT2133135955,2025-10-01,990000,Room in labor Camp,Al Goze Third
CRT2132535546,2025-09-06,140000,2 bed rooms+hall,Marsa Dubai
CNT2130912365,2025-04-11,30000,Room in labor Camp,Dubai Investment Park Second
CNT2132305168,2025-08-15,82000,2 bed rooms+hall,Al Barsha First
CNT2133094257,2025-11-09,32005,Studio,Jabal Ali First
CRT2129957376,2025-01-01,105000,3 bed rooms+hall,Madinat Hind 4
CRT2134309676,2026-01-01,60000,1bed room+Hall,Al Muteena
CNT2128498029,2025-01-01,191207,Shop,Al Hebiah First
CNT2132375949,2025-08-19,28000,Studio,Al Warsan First
CNT2130217234,2025-03-12,65000,1bed room+Hall,Al Barsha First
CNT2132727158,2025-11-25,36000,1bed room+Hall,Al Rega
CNT2133789348,2025-12-09,15000,Office,Business Bay
CNT2131786667,2025-07-28,54450,2 bed rooms+hall,AL QUSAIS
CNT2131014902,2025-05-18,75000,1bed room+Hall,Al Barsha South Fourth
CNT2130495287,2025-05-01,110000,2 bed rooms+hall,Al Satwa
CNT2131187291,2025-06-05,130000,4 bed rooms+hall,Mankhool
